language,location,latitude,longitude,Degree of endangerment
Orang Hulu,Malaysia,,,Definitely endangered
Orang Seletar,Malaysia,,,Severely endangered
Ordos,China,,,Definitely endangered
OrejÃ³n,Peru,,,Severely endangered
Ormu,Indonesia,,,Vulnerable
Ormuri,"Pakistan, Afghanistan",,,Definitely endangered
Oro Win,Brazil,,,Critically endangered
Oroch,Russian Federation,,,Critically endangered
Oroha,Solomon Islands,,,Severely endangered
Orok,Russian Federation,,,Critically endangered
Orowe,New Caledonia (France),,,Definitely endangered
Osage,United States of America,,,Critically endangered
Ossete,"Georgia, Russian Federation",,,Vulnerable
Otoro,Sudan,,,Severely endangered
Ottawa (Canada),"Canada, United States of America",,,Severely endangered
Ottawa (Michigan),United States of America,,,Critically endangered
Ottawa (Walpole Island),"Canada, United States of America",,,Severely endangered
Ouma,Papua New Guinea,,,Critically endangered
Oyda,Ethiopia,,,Vulnerable
Oyrat,"China, Kyrgyzstan, Mongolia",,,Definitely endangered
OzomatlÃ¡n Totonac,Mexico,,,Critically endangered
Paafang,Micronesia (Federated States of),,,Severely endangered
Paakantyi,Australia,,,Critically endangered
Pacahuara,Bolivia (Plurinational State of),,,Critically endangered
Pacific Gulf Yupik,United States of America,,,Severely endangered
Padam,India,,,Vulnerable
Padoe,Indonesia,,,Vulnerable
Padri,India,,,Vulnerable
PÃ¡ez,Colombia,,,Definitely endangered
Paipai,Mexico,,,Severely endangered
Paite,India,,,Vulnerable
Paiter,Brazil,,,Vulnerable
Paiwan,China,,,Vulnerable
Pakan,China,,,Definitely endangered
Palaung,Myanmar,,,Severely endangered
Pale,Myanmar,,,Severely endangered
Palenque Creole,Colombia,,,Definitely endangered
Palikur (Brazil),Brazil,,,Vulnerable
Palikur (French Guyana),French Guiana (France),,,Severely endangered
Paloor,Senegal,,,Vulnerable
Palu'e,Indonesia,,,Definitely endangered
Pana,Burkina Faso,,,Definitely endangered
Panamahka,Nicaragua,,,Vulnerable
Panamanian Creole,Panama,,,Definitely endangered
Panamint,United States of America,,,Critically endangered
PanarÃ¡,Brazil,,,Vulnerable
Panare,Venezuela (Bolivarian Republic of),,,Vulnerable
Panasuan,Indonesia,,,Definitely endangered
Pangvali,India,,,Critically endangered
Papantla Totonac,Mexico,,,Definitely endangered
Papapana,Papua New Guinea,,,Definitely endangered
Papi,Papua New Guinea,,,Severely endangered
Parachi,Afghanistan,,,Definitely endangered
Pareci,Brazil,,,Definitely endangered
Parintintin,Brazil,,,Critically endangered
Parji,India,,,Critically endangered
Parya,"Uzbekistan, Tajikistan, Afghanistan",,,Severely endangered
Pashayi,Afghanistan,,,Vulnerable
Pasi,India,,,Definitely endangered
Pasing,Lao People's Democratic Republic,,,Definitely endangered
Patamona (Brazil),Brazil,,,Vulnerable
Patamona (Guyana),Guyana,,,Vulnerable
Patani Malay,Thailand,,,Vulnerable
Patla-Chicontla Totonac,Mexico,,,Severely endangered
Patua,China,,,Critically endangered
Patwin,United States of America,,,Critically endangered
Paulohi,Indonesia,,,Critically endangered
PaumarÃ­,Brazil,,,Severely endangered
Paunaca,Bolivia (Plurinational State of),,,Critically endangered
Pauwi,Indonesia,,,Vulnerable
Pawnee,United States of America,,,Critically endangered
Pazeh,China,,,Critically endangered
Pear,Cambodia,,,Severely endangered
Pech,Honduras,,,Severely endangered
Peco' Creole,Indonesia,,,Critically endangered
Pemon (Brazil),Brazil,,,Vulnerable
Pemon (Venezuela),"Guyana, Venezuela (Bolivarian Republic of)",,,Vulnerable
PÃ©mono,Venezuela (Bolivarian Republic of),,,Critically endangered
Pendau,Indonesia,,,Vulnerable
Pengo,India,,,Critically endangered
Penrhyn,Cook Islands,,,Severely endangered
Permyak,Russian Federation,,,Definitely endangered
Phalura,Pakistan,,,Definitely endangered
Phnong,Cambodia,,,Severely endangered
Phom,India,,,Vulnerable
Phong,Lao People's Democratic Republic,,,Definitely endangered
Phula (China),China,,,Vulnerable
Phula (Viet Nam),Viet Nam,,,Definitely endangered
Phunoi,Lao People's Democratic Republic,,,Vulnerable
Phurhepecha,Mexico,,,Vulnerable
Phuthi,Lesotho,,,Definitely endangered
Piame,Papua New Guinea,,,Severely endangered
Piapoko,"Colombia, Venezuela (Bolivarian Republic of)",,,Definitely endangered
Piaroa (Colombia),Colombia,,,Definitely endangered
Piaroa (Venezuela),Venezuela (Bolivarian Republic of),,,Vulnerable
Picard,"Belgium, France",,,Severely endangered
Picuris,United States of America,,,Vulnerable
Piedmontese,Italy,,,Definitely endangered
Pije,New Caledonia (France),,,Severely endangered
PilagÃ¡,Argentina,,,Vulnerable
Pingelapese,Micronesia (Federated States of),,,Severely endangered
Pintupi,Australia,,,Vulnerable
Pipil,El Salvador,,,Critically endangered
PirahÃ£,Brazil,,,Vulnerable
Piratapuya (Brazil),Brazil,,,Severely endangered
Piratapuya (Colombia),Colombia,,,Critically endangered
Pisaflores Tepehua,Mexico,,,Vulnerable
Pisamira,Colombia,,,Critically endangered
Pite Saami,"Norway, Sweden",,,Critically endangered
Pitjantjatjara,Australia,,,Vulnerable
Piu,Papua New Guinea,,,Definitely endangered
Plains Cree,Canada,,,Vulnerable
Plautdietsch,Ukraine,,,Definitely endangered
Pochuri,India,,,Vulnerable
Poitevin-Saintongeais,France,,,Severely endangered
Polci cluster,Nigeria,,,Definitely endangered
Polesian,"Belarus, Poland, Ukraine",,,Vulnerable
Polonomombauk,Vanuatu,,,Definitely endangered
Pong,Lao People's Democratic Republic,,,Definitely endangered
Pontic Greek,"Armenia, Georgia, Greece, Russian Federation, Turkey, Ukraine",,,Definitely endangered
Poqomam,Guatemala,,,Definitely endangered
Poqomchi',Guatemala,,,Vulnerable
Potawatomi (Canada),Canada,,,Critically endangered
Potawatomi (Kansas),United States of America,,,Critically endangered
Potawatomi (Michigan),United States of America,,,Critically endangered
Potawatomi (Oklahoma),United States of America,,,Critically endangered
Potawatomi (Wisconsin),United States of America,,,Critically endangered
Poyanawa,Brazil,,,Critically endangered
Prasun,Afghanistan,,,Definitely endangered
ProvenÃ§al,France,,,Severely endangered
Pu,India,,,Critically endangered
Puari,Papua New Guinea,,,Critically endangered
Puebla Mazatec,Mexico,,,Vulnerable
Puinave,"Colombia, Venezuela (Bolivarian Republic of)",,,Definitely endangered
Pukapukan,Cook Islands,,,Definitely endangered
PukobyÃª,Brazil,,,Vulnerable
Pukur,Guinea,,,Definitely endangered
Puluwat,Micronesia (Federated States of),,,Severely endangered
Puma,Nepal,,,Severely endangered
Pume,Venezuela (Bolivarian Republic of),,,Definitely endangered
Punan Batu,Malaysia,,,Critically endangered
Pupeo,China,,,Definitely endangered
Purik,"India, Pakistan",,,Vulnerable
PuruborÃ¡,Brazil,,,Critically endangered
Purum,India,,,Critically endangered
PwaamÃ¨i,New Caledonia (France),,,Definitely endangered
Pwapwa,New Caledonia (France),,,Severely endangered
Pyu,Indonesia,,,Severely endangered
Pyuma,China,,,Vulnerable
Q'aanjob'al,Guatemala,,,Vulnerable
Q'eqchi' (Belize),Belize,,,Vulnerable
Q'eqchi' (Guatemala),Guatemala,,,Vulnerable
Qawasqar,Chile,,,Critically endangered
Qikiqtaaluk nigiani,Canada,,,Vulnerable
Qikiqtaaluk uannangani,Canada,,,Vulnerable
Quechan,United States of America,,,Definitely endangered
Quechua of Ancash and HuÃ¡nuco,Peru,,,Definitely endangered
Quechua of Ayacucho,Peru,,,Definitely endangered
Quechua of Cajamarca,Peru,,,Severely endangered
"Quechua of Cajatambo, Pasco and northern JunÃ­n",Peru,,,Severely endangered
Quechua of Chachapoyas,Peru,,,Critically endangered
Quechua of Cuzco,Peru,,,Vulnerable
Quechua of Northern Bolivia,Bolivia (Plurinational State of),,,Vulnerable
Quechua of Pacaraos,Peru,,,Critically endangered
Quechua of Peruvian Amazonia,Peru,,,Vulnerable
Quechua of San MartÃ­n,Peru,,,Severely endangered
Quechua of Santiago del Estero,Argentina,,,Definitely endangered
Quechua of Southern Bolivia,Bolivia (Plurinational State of),,,Vulnerable
Quechua of Yauyos,Peru,,,Critically endangered
Quichua (CaÃ±ar and Azuay),Ecuador,,,Severely endangered
"Quichua (Cotopaxi, Tungurahua and Chimborazo)",Ecuador,,,Definitely endangered
Quichua (Imbabura),Ecuador,,,Definitely endangered
Quichua (Loja),Ecuador,,,Severely endangered
Quichua (Napo),Ecuador,,,Definitely endangered
Quichua (Pastaza),Ecuador,,,Definitely endangered
Quichua (Salasaca),Ecuador,,,Definitely endangered
Rabha,India,,,Vulnerable
Rahambuu,Indonesia,,,Vulnerable
Raji,Nepal,,,Severely endangered
Rama,Nicaragua,,,Critically endangered
Rama Cay Creole,Nicaragua,,,Definitely endangered
Rao,China,,,Definitely endangered
Rapa,French Polynesia (France),,,Severely endangered
Rapanui,Chile,,,Severely endangered
Rarotongan,Cook Islands,,,Vulnerable
Raute,Nepal,,,Severely endangered
Razihi,Yemen,,,Definitely endangered
Red Gelao (China),China,,,Critically endangered
Red Gelao (Viet Nam),Viet Nam,,,Critically endangered
Rembarrnga,Australia,,,Critically endangered
Remo,India,,,Severely endangered
Rengma,India,,,Vulnerable
Repanbitip,Vanuatu,,,Definitely endangered
Reshe,Nigeria,,,Vulnerable
Resian,Italy,,,Definitely endangered
ResÃ­garo,Peru,,,Critically endangered
Reyesano,Bolivia (Plurinational State of),,,Critically endangered
Rhenish Franconian,"Germany, France",,,Vulnerable
Riang,Myanmar,,,Critically endangered
Rigolet Inuktitut,Canada,,,Critically endangered
Rikbaktsa,Brazil,,,Severely endangered
Rio Grande Keresan,United States of America,,,Definitely endangered
Ririo,Solomon Islands,,,Critically endangered
Ritharrngu,Australia,,,Definitely endangered
River GuarijÃ­o,Mexico,,,Vulnerable
Romani,"Albania, Germany, Austria, Belarus, Bosnia and Herzegovina, Bulgaria, Croatia, Estonia, Finland, France, Greece, Hungary, Italy, Latvia, Lithuania, The former Yugoslav Republic of Macedonia, Netherlands, Poland, Romania, United Kingdom of Great Britain an",,,Definitely endangered
Romani (Colombia),Colombia,,,Vulnerable
Romansh,Switzerland,,,Definitely endangered
Rongpo,India,,,Vulnerable
Roshorvi,Tajikistan,,,Severely endangered
Rotuman,Fiji,,,Vulnerable
Ruc,"Lao People's Democratic Republic, Viet Nam",,,Definitely endangered
Ruga,India,,,Critically endangered
Rukai,China,,,Vulnerable
Rumai,Myanmar,,,Severely endangered
Rushani,"Tajikistan, Afghanistan",,,Definitely endangered
Rusyn,"Hungary, Poland, Romania, Slovakia, Ukraine",,,Vulnerable
Rutul,"Azerbaijan, Russian Federation",,,Definitely endangered
Saaroa,China,,,Critically endangered
Saba,Chad,,,Definitely endangered
SabanÃª,Brazil,,,Critically endangered
Sach,"Lao People's Democratic Republic, Viet Nam",,,Definitely endangered
Saek,"Lao People's Democratic Republic, Thailand",,,Definitely endangered
Sahaptin,United States of America,,,Severely endangered
Saisiyat,China,,,Severely endangered
Sak (Bangladesh),Bangladesh,,,Severely endangered
Sak (Myanmar),Myanmar,,,Vulnerable
Sakapultek,Guatemala,,,Definitely endangered
Sake,Gabon,,,Severely endangered
Sakurabiat,Brazil,,,Severely endangered
SalamÃ£y,Brazil,,,Critically endangered
Salar,China,,,Vulnerable
Salas,Indonesia,,,Severely endangered
SÃ¡liba,"Colombia, Venezuela (Bolivarian Republic of)",,,Severely endangered
Saluan,Indonesia,,,Vulnerable
SÄm,Nepal,,,Severely endangered
Samatao,China,,,Critically endangered
Samatu,China,,,Critically endangered
Sambe,Nigeria,,,Critically endangered
Samei,China,,,Severely endangered
Samosa,Papua New Guinea,,,Severely endangered
Sampang,Nepal,,,Vulnerable
Samrai,Cambodia,,,Critically endangered
Samray,"Cambodia, Thailand",,,Critically endangered
Samre,Cambodia,,,Critically endangered
San Andres Creole,Colombia,,,Vulnerable
San Dionisio del Mar Huave,Mexico,,,Definitely endangered
San Francisco del Mar Huave,Mexico,,,Critically endangered
San Mateo del Mar Huave,Mexico,,,Vulnerable
SanapanÃ¡,Paraguay,,,Definitely endangered
Sanema (Brazil),Brazil,,,Vulnerable
Sanema (Venezuela),Venezuela (Bolivarian Republic of),,,Vulnerable
Sanenyo,India,,,Critically endangered
Sangkong,China,,,Vulnerable
Sanglechi,"Tajikistan, Afghanistan",,,Severely endangered
Sangtam,India,,,Vulnerable
Sanhaja of Srair,Morocco,,,Critically endangered
Santa,China,,,Vulnerable
Santa MarÃ­a del Mar Huave,Mexico,,,Severely endangered
Sanyi,China,,,Severely endangered
Saparua,Indonesia,,,Definitely endangered
SapÃ©,Venezuela (Bolivarian Republic of),,,Critically endangered
Saponi,Indonesia,,,Critically endangered
Sarcee,Canada,,,Critically endangered
Sarikoli,China,,,Definitely endangered
Sarwa,Chad,,,Definitely endangered
Saryg Yugur,China,,,Severely endangered
Sassarese,Italy,,,Definitely endangered
SatÄr,Nepal,,,Vulnerable
Satawal,Micronesia (Federated States of),,,Severely endangered
Saterlandic,Germany,,,Severely endangered
Sauk-Fox,United States of America,,,Critically endangered
Saulteau,Canada,,,Vulnerable
Sause,Indonesia,,,Severely endangered
Savi,"Pakistan, Afghanistan",,,Definitely endangered
Savo,Solomon Islands,,,Definitely endangered
Sawkna,Libyan Arab Jamahiriya,,,Critically endangered
Sayultec,Mexico,,,Definitely endangered
Scanian,"Denmark, Sweden",,,Vulnerable
Scots,United Kingdom of Great Britain and Northern Ireland,,,Vulnerable
Scottish Gaelic,United Kingdom of Great Britain and Northern Ireland,,,Definitely endangered
Sechelt,Canada,,,Critically endangered
Segeju,United Republic of Tanzania,,,Severely endangered
Sekani,Canada,,,Critically endangered
Seke,Nepal,,,Vulnerable
Semai,Malaysia,,,Severely endangered
Semaq Beri,Malaysia,,,Critically endangered
Semelai,Malaysia,,,Severely endangered
Semnani,Iran (Islamic Republic of),,,Definitely endangered
Senaya,Iran (Islamic Republic of),,,Critically endangered
Sene,Papua New Guinea,,,Critically endangered
Seneca (Canada),Canada,,,Critically endangered
Seneca (United States of America),United States of America,,,Severely endangered
Senggi,Indonesia,,,Vulnerable
Sengseng,Papua New Guinea,,,Vulnerable
Sentilese,India,,,Critically endangered
Sepa,Papua New Guinea,,,Vulnerable
Sera,Papua New Guinea,,,Severely endangered
Seri,Mexico,,,Vulnerable
Serili,Indonesia,,,Vulnerable
Seward Peninsula Inupiaq (King Island),United States of America,,,Critically endangered
Seward Peninsula Inupiaq (Little Diomede Island),United States of America,,,Critically endangered
Seward Peninsula Inupiaq (Norton Sound),United States of America,,,Critically endangered
Shabo,Ethiopia,,,Severely endangered
Shanenawa,Brazil,,,Vulnerable
Sharanahua,Peru,,,Severely endangered
Shark Bay,Vanuatu,,,Vulnerable
Shatt,Sudan,,,Severely endangered
Shawnee,United States of America,,,Severely endangered
She,China,,,Critically endangered
Sherdukpen,India,,,Vulnerable
Sherpa,"China, India, Nepal",,,Vulnerable
Shingsaba,"China, Nepal",,,Vulnerable
Shipibo-Conibo,Peru,,,Definitely endangered
Shira Yugur,China,,,Severely endangered
Shiwiar,Ecuador,,,Severely endangered
Shixing,China,,,Definitely endangered
Shompen,India,,,Critically endangered
Shor,Russian Federation,,,Severely endangered
Shoshoni (Idaho),United States of America,,,Severely endangered
Shoshoni (Nevada),United States of America,,,Severely endangered
Shoshoni (Wyoming),United States of America,,,Severely endangered
Shuar chicham,Ecuador,,,Definitely endangered
Shughni,"Tajikistan, Afghanistan",,,Vulnerable
Shumashti,Afghanistan,,,Severely endangered
Shuswap,Canada,,,Definitely endangered
Shwai,Sudan,,,Critically endangered
Sia Pedee,Ecuador,,,Critically endangered
Sian,Malaysia,,,Severely endangered
Sibe,China,,,Severely endangered
Siberian Tatar,Russian Federation,,,Definitely endangered
Sicilian,Italy,,,Vulnerable
Sierra de Puebla NÃ¡huatl,Mexico,,,Definitely endangered
Sierra OtomÃ­,Mexico,,,Vulnerable
Sierra Popoluca,Mexico,,,Vulnerable
Sierra Totonac,Mexico,,,Severely endangered
Sighu,Gabon,,,Severely endangered
Siglitun,Canada,,,Severely endangered
SikÃ¯iyana,Suriname,,,Critically endangered
Sikuani,"Colombia, Venezuela (Bolivarian Republic of)",,,Vulnerable
Sila,"Lao People's Democratic Republic, Viet Nam",,,Definitely endangered
Simi,India,,,Vulnerable
Singpho,India,,,Definitely endangered
Sinkiang Dagur,China,,,Definitely endangered
Siona  Secoya (Peru),Peru,,,Definitely endangered
Siona / Secoya (Colombia),Colombia,,,Critically endangered
Siona / Secoya (Ecuador),Ecuador,,,Severely endangered
Sioux,United States of America,,,Vulnerable
Sipakapense,Guatemala,,,Definitely endangered
Siriano (Brazil),Brazil,,,Vulnerable
Siriano (Colombia),Colombia,,,Definitely endangered
SirionÃ³,Bolivia (Plurinational State of),,,Severely endangered
Sirmaudi,India,,,Critically endangered
Sissano,Papua New Guinea,,,Critically endangered
Sivandi,Iran (Islamic Republic of),,,Definitely endangered
Siwi,Egypt,,,Definitely endangered
Ske,Vanuatu,,,Severely endangered
Skolt Saami,"Finland, Norway, Russian Federation",,,Severely endangered
So-ng,Cambodia,,,Critically endangered
Sobei,Indonesia,,,Definitely endangered
Soi,Iran (Islamic Republic of),,,Definitely endangered
Solon,China,,,Definitely endangered
Somm,Papua New Guinea,,,Definitely endangered
Somyev,"Cameroon, Nigeria",,,Critically endangered
Sonora Lower Pima,Mexico,,,Severely endangered
Sonsorol,Palau,,,Severely endangered
Soo,Uganda,,,Critically endangered
Soqotri,Yemen,,,Severely endangered
Sora,India,,,Vulnerable
Sorbian,Germany,,,Definitely endangered
Sorsorian,Vanuatu,,,Critically endangered
South Italian,Italy,,,Vulnerable
South Jutish,"Germany, Denmark",,,Definitely endangered
South Saami,"Norway, Sweden",,,Severely endangered
South Slavey,Canada,,,Definitely endangered
Southeastern Tarahumara,Mexico,,,Vulnerable
Southern Altay,Russian Federation,,,Definitely endangered
Southern Ayta,Philippines,,,Critically endangered
Southern Chocho,Mexico,,,Severely endangered
Southern East Cree,Canada,,,Vulnerable
Southern Haida,Canada,,,Critically endangered
Southern Paiute,United States of America,,,Severely endangered
Southern Pomo,United States of America,,,Critically endangered
Southern Selkup,Russian Federation,,,Critically endangered
Southern Sierra Miwok,United States of America,,,Critically endangered
Southern Tiwa (Isleta Pueblo),United States of America,,,Definitely endangered
Southern Tiwa (Sandia Pueblo),United States of America,,,Definitely endangered
Southern Tlapanec,Mexico,,,Severely endangered
Southern Tujia,China,,,Severely endangered
Southern Tutchone,Canada,,,Critically endangered
Southern Zoque,Mexico,,,Definitely endangered
Southwestern Tepehuan,Mexico,,,Vulnerable
Southwestern Tlapanec,Mexico,,,Vulnerable
Sowa,Vanuatu,,,Critically endangered
Soyaltepec Mazatec,Mexico,,,Vulnerable
Spiti,"India, Pakistan",,,Vulnerable
Spokane,United States of America,,,Critically endangered
Squamish,Canada,,,Critically endangered
Stieng,Cambodia,,,Severely endangered
Stoney,Canada,,,Vulnerable
Straits Salish,"Canada, United States of America",,,Severely endangered
Suarmin,Papua New Guinea,,,Definitely endangered
Suba,"Kenya, United Republic of Tanzania",,,Vulnerable
Sulung,"China, India",,,Definitely endangered
Sumariup,Papua New Guinea,,,Severely endangered
Sunwar,Nepal,,,Vulnerable
Surel,Nepal,,,Critically endangered
Suret,"Armenia, Iran (Islamic Republic of), Iraq, Syrian Arab Republic, Turkey",,,Definitely endangered
SuruahÃ¡,Brazil,,,Vulnerable
Susuami,Papua New Guinea,,,Critically endangered
Svan,Georgia,,,Definitely endangered
Swampy Cree,Canada,,,Vulnerable
Swoeng,Lao People's Democratic Republic,,,Definitely endangered
Taa,Botswana,,,Definitely endangered
Taap,Papua New Guinea,,,Critically endangered
Taba,Indonesia,,,Vulnerable
Tabasaran,Russian Federation,,,Vulnerable
Tabasco NÃ¡huatl,Mexico,,,Critically endangered
Tacana,Bolivia (Plurinational State of),,,Definitely endangered
Tacenwit,Algeria,,,Vulnerable
Tafi,Ghana,,,Vulnerable
Tagargrent,Algeria,,,Severely endangered
Tagin,India,,,Vulnerable
Tagish,Canada,,,Critically endangered
Tagoi,Sudan,,,Severely endangered
Tahltan,Canada,,,Critically endangered
Tai Daeng,"Lao People's Democratic Republic, Viet Nam",,,Vulnerable
Tai Neua,Lao People's Democratic Republic,,,Vulnerable
Tai Nora,India,,,Critically endangered
Tai Phake,India,,,Severely endangered
Tai Rong,India,,,Critically endangered
Taiap,Papua New Guinea,,,Severely endangered
Taikat,Indonesia,,,Definitely endangered
Tailoi,Myanmar,,,Critically endangered
Taje,Indonesia,,,Critically endangered
Tajio,Indonesia,,,Vulnerable
Takahanyilang,India,,,Critically endangered
Talodi,Sudan,,,Critically endangered
Taloki,Indonesia,,,Definitely endangered
Talondo,Indonesia,,,Definitely endangered
Talu,China,,,Vulnerable
Talysh,"Azerbaijan, Iran (Islamic Republic of)",,,Vulnerable
Tamaceq,Mali,,,Definitely endangered
Tamahaq (Algeria),Algeria,,,Vulnerable
Tamahaq (Libya),Libyan Arab Jamahiriya,,,Definitely endangered
Tamajeq,Niger,,,Vulnerable
Tamang,"India, Nepal",,,Vulnerable
Tamazight (Arzew),Algeria,,,Critically endangered
Tamazight (Beni Iznassen),Morocco,,,Definitely endangered
Tamazight (Tunisia),Tunisia,,,Severely endangered
Tambotalo,Vanuatu,,,Severely endangered
Tamki,Chad,,,Critically endangered
Tamzabit,Algeria,,,Vulnerable
Tanacross,United States of America,,,Critically endangered
Tanaina,United States of America,,,Severely endangered
Tanana,United States of America,,,Critically endangered
Tanema,Solomon Islands,,,Critically endangered
Tangam,India,,,Critically endangered
Tangkhul,India,,,Vulnerable
Tanglang,China,,,Vulnerable
Tangsa,India,,,Vulnerable
Tangwang,China,,,Definitely endangered
Tanimbili,Solomon Islands,,,Severely endangered
Tanimuca-Letuama,Colombia,,,Severely endangered
Taos,United States of America,,,Definitely endangered
Tapayuna,Brazil,,,Severely endangered
Tape,Vanuatu,,,Critically endangered
TapietÃ©,"Argentina, Bolivia (Plurinational State of), Paraguay",,,Severely endangered
TapirapÃ©,Brazil,,,Vulnerable
Tarao,India,,,Critically endangered
Tariana (Brazil),Brazil,,,Critically endangered
Tariana (Colombia),Colombia,,,Critically endangered
Taroko,China,,,Vulnerable
Tarpia,Indonesia,,,Severely endangered
Taruang,"China, India, Myanmar",,,Vulnerable
Taruma,Guyana,,,Critically endangered
Tasnusit,Algeria,,,Severely endangered
Tat,Azerbaijan,,,Severely endangered
Tati,Iran (Islamic Republic of),,,Definitely endangered
Tatuyo,Colombia,,,Definitely endangered
Taulil,Papua New Guinea,,,Vulnerable
Tause,Indonesia,,,Vulnerable
Taushiro,Peru,,,Critically endangered
Tawahka,Honduras,,,Severely endangered
Taworta,Indonesia,,,Vulnerable
Tayal,China,,,Vulnerable
Tayurayt,Algeria,,,Vulnerable
Taznatit,Algeria,,,Severely endangered
Tazy,Russian Federation,,,Severely endangered
Tchitchege,Gabon,,,Definitely endangered
Tchumbuli,Benin,,,Critically endangered
Te'un (Seram Island),Indonesia,,,Definitely endangered
Teanu,Solomon Islands,,,Definitely endangered
TecÃ³atl Mazatec,Mexico,,,Vulnerable
Tehuelche,Argentina,,,Critically endangered
Teko,Mexico,,,Severely endangered
Tektitek,Guatemala,,,Definitely endangered
TembÃ©,Brazil,,,Severely endangered
Temein,Sudan,,,Severely endangered
Temiar,Malaysia,,,Definitely endangered
Tempuan,Cambodia,,,Severely endangered
Temuan,Malaysia,,,Severely endangered
Tench,Papua New Guinea,,,Critically endangered
Tenharim,Brazil,,,Severely endangered
Tennet,Sudan,,,Vulnerable
Ter Saami,Russian Federation,,,Critically endangered
Terena,Brazil,,,Severely endangered
Teribe (Costa Rica),Costa Rica,,,Critically endangered
Teribe (Panama),Panama,,,Definitely endangered
Tese,Sudan,,,Critically endangered
Tetserret,Niger,,,Severely endangered
Tewa (Arizona),United States of America,,,Definitely endangered
Tewa (New Mexico),United States of America,,,Severely endangered
Texistepecan,Mexico,,,Severely endangered
Thaayorre,Australia,,,Definitely endangered
Thado,India,,,Vulnerable
Thakali,Nepal,,,Vulnerable
Thangmi,Nepal,,,Definitely endangered
Thao,China,,,Critically endangered
Tharkarri,Australia,,,Critically endangered
Thavung (Laos),"Lao People's Democratic Republic, Thailand",,,Definitely endangered
Thavung (Thailand),Thailand,,,Severely endangered
Theen,Lao People's Democratic Republic,,,Severely endangered
Thompson,Canada,,,Severely endangered
Thulung,Nepal,,,Definitely endangered
Thuri,Sudan,,,Vulnerable
Tialo,Indonesia,,,Vulnerable
Ticuna,"Brazil, Colombia, Peru",,,Definitely endangered
Tidikelt,Algeria,,,Critically endangered
Tilapa OtomÃ­,Mexico,,,Severely endangered
Tilung,Nepal,,,Critically endangered
Tima,Sudan,,,Severely endangered
Tinan,"China, India",,,Definitely endangered
Tindi,Russian Federation,,,Definitely endangered
Tingal,Sudan,,,Definitely endangered
Tinigua,Colombia,,,Critically endangered
Tipai (Mexico),Mexico,,,Severely endangered
Tipai (United States of America),United States of America,,,Severely endangered
Tirahi,Afghanistan,,,Critically endangered
Tiri,New Caledonia (France),,,Definitely endangered
Tirma,Sudan,,,Critically endangered
Tiwa,India,,,Definitely endangered
Tiwi,Australia,,,Vulnerable
Tlachichilco Tepehua,Mexico,,,Definitely endangered
Tlahuica,Mexico,,,Severely endangered
Tlingit (Canada),Canada,,,Critically endangered
Tlingit (United States of America),United States of America,,,Critically endangered
Toba,Argentina,,,Definitely endangered
Toba-Maskoy,Paraguay,,,Severely endangered
Tobati,Indonesia,,,Severely endangered
Tobian,Palau,,,Critically endangered
Tocho,Sudan,,,Severely endangered
Toda,India,,,Critically endangered
Tofa,Russian Federation,,,Critically endangered
Tofanma,Indonesia,,,Vulnerable
TÃ¶itschu,Italy,,,Severely endangered
Tokelauan,Tokelau,,,Severely endangered
Tol,Honduras,,,Critically endangered
Tolomako,Vanuatu,,,Definitely endangered
Tolowa,United States of America,,,Critically endangered
Tomadino,Indonesia,,,Definitely endangered
Tombelala,Indonesia,,,Vulnerable
Toram,Chad,,,Severely endangered
ToratÃ¡n,Indonesia,,,Definitely endangered
Torlak,"Albania, Bulgaria, The former Yugoslav Republic of Macedonia, Romania, Serbia",,,Vulnerable
Torwali,Pakistan,,,Definitely endangered
Toto,India,,,Critically endangered
Totoli,Indonesia,,,Vulnerable
TotorÃ³,Colombia,,,Critically endangered
Touggourt Tamazight,Algeria,,,Severely endangered
Transylvanian Saxon,Romania,,,Severely endangered
Trio (Brazil),Brazil,,,Vulnerable
Trio (Suriname),Suriname,,,Vulnerable
Triw,Lao People's Democratic Republic,,,Definitely endangered
Trukhmen,"Russian Federation, Turkmenistan",,,Definitely endangered
Trumai,Brazil,,,Critically endangered
Ts'amay,Ethiopia,,,Definitely endangered
Ts'Ã¨xa,Botswana,,,Definitely endangered
Tsafiki,Ecuador,,,Definitely endangered
Tsakhur,"Azerbaijan, Russian Federation",,,Definitely endangered
Tsakonian,Greece,,,Critically endangered
Tsez,Russian Federation,,,Definitely endangered
Tshangla,"Bhutan, China, India",,,Vulnerable
Tsimshian,Canada,,,Critically endangered
Tsou,China,,,Vulnerable
Tsum,Nepal,,,Definitely endangered
Tuahka,Nicaragua,,,Severely endangered
Tuamotuan,French Polynesia (France),,,Severely endangered
Tubatulabal,United States of America,,,Critically endangered
Tucano (Brazil),Brazil,,,Vulnerable
Tucano (Colombia),Colombia,,,Vulnerable
Tule-Kaweah Yokuts,United States of America,,,Critically endangered
Tulishi,Sudan,,,Severely endangered
Tulu,India,,,Vulnerable
Tum,Lao People's Democratic Republic,,,Definitely endangered
Tumtum,Sudan,,,Severely endangered
Tundra Enets,Russian Federation,,,Critically endangered
Tundra Nenets,Russian Federation,,,Definitely endangered
Tundra Yukagir,Russian Federation,,,Critically endangered
Tunebo,"Colombia, Venezuela (Bolivarian Republic of)",,,Definitely endangered
